,Anger,Happiness,Fear,Sadness,NG_score,Neutral_Dummy,Interaction_anger_Neutral,Interaction_fear_Neutral,Interaction_happiness_Neutral,Interaction_sadness_Neutral,Number_Outgroup_Words_log,Number_Ingroup_Words_log,Interaction_Outgroup_anger,Interaction_Ingroup_anger,Interaction_Outgroup_fear,Interaction_Outgroup_happiness,id,Party,author_id_new,Follower_count,RT_count,text
11882,0.08429857,0.10465974,0.04525281,0.03209028,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168232556208316416,Democrat,571214272,49912,0,"She may not have won her race, but @staceyabrams isn't done fighting -- and she isn't done making a difference, With #FairFight2020, Stacey is doing essential work that will give so many more Americans a vote in 2020! Check it out: https://t.co/MyNNgPBL53"
11883,0.53799284,0.032878503,0.12136176,0.061357755,92.5,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.3729082202074378,0.0,0.08412156177179274,0.022789641655481706,996435040396443648,Democrat,29201047,496950,0,The Trump administration is doing everything it can to censor the dangers of climate change. The public has the right to know how changes to the environment are affecting their health.   \n#TodaysClimateFact https://t.co/pjuk8QmcDJ
11884,0.71104187,0.046221845,0.094667345,0.05415513,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107781729295699968,Democrat,571214272,49912,0,"Across the country, partisan gerrymandering is keeping Americans from making their voices heard at the polls. It's time we call this practice out for what it is -- disenfranchisement -- and commit to a better, fairer way forward for our country. https://t.co/XEbMiMoq15"
11885,0.090500124,0.21147962,0.054095663,0.035050202,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561749037325361152,Democrat,414436134,64137,0,"Senior citizens shouldn’t have to pay enormous sums of money to afford life-saving medications. The #IRA works to fix this by capping prescription drug costs at $2,000 a year starting in 2025.\n\nThis is a life-affirming and important win for our seniors.\nhttps://t.co/PYYIJh90u5"
11886,0.07507641,0.10709652,0.064583145,0.033396635,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.05203900191806248,0.0,0.0,977640950959951872,Democrat,571214272,49912,0,"The #MarchForOurLives is just the beginning. Next, @TheDemocrats and the students behind @AMarch4OurLives are working to elect leaders who will keep Americans safe. https://t.co/8Ohee9cW36"
11887,0.03900512,0.025905406,0.81943446,0.049032327,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134485081802907648,Democrat,234014087,73900,0,"With hurricane season around the corner, I’m deeply concerned that only 35% of FL nursing homes &amp; ALFs have installed backup generators. I hope there will not be a repeat of the 2017 Hollywood Hills tragedy that needlessly cost lives. \nhttps://t.co/GMnzECw8yz"
11889,0.22816804,0.4904325,0.053605348,0.028435417,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.1581540336198888,0.0,0.0,1123344743734358016,Democrat,970207298,7040194,0,"Earlier this month, @SenJackReed &amp; I urged the @USGAO to investigate the national security risks posed by climate change to the @DeptofDefense supply chain. I’m pleased that the GAO accepted our request. https://t.co/bKwWZ55LAA"
11890,0.032943748,0.03294959,0.03869155,0.7796544999999999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963806991998160896,Democrat,7429102,499550,0,"Mourning the loss of Dr. Grace Harris, who I had the privilege of knowing and working with over the years. She lived a life of service to the VCU community and the entire Commonwealth, and my heart is with her family today.  \nhttps://t.co/cxsrMDrRRz"
11891,0.057040967,0.03227796,0.6043176,0.048883725,92.5,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.03953778545246288,0.0,0.4188810406027528,0.022373376968226694,1297925821412315136,Democrat,234014087,73900,0,Please don't take this news to mean that we no longer have to take serious precautions. #WashYourHands #WearAMask #SocialDistance #VoteFromHome\n\nhttps://t.co/7BOWobikbW
11892,0.65251106,0.031276386,0.19764997,0.07051616,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253778659518840832,Democrat,970207298,7040193,0,We’re in a public health &amp; economic crisis. Families &amp; small businesses need help. But the @DeptofDefense gave out a $569M contract to a GOP donor to build the President’s monument to hate at the border. @BennieGThompson &amp; I want @DoD_IG to investigate. https://t.co/ozN0y1yaMP
11893,0.29293987,0.17285351,0.15296972,0.1064143999999999,80.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.20305044496409688,0.0,0.10603053012904427,0.1198129231063903,753999150807654400,Democrat,23593446,150370,0,"Mike Pence opposed the end of Don't Ask, Don't Tell. #PenceFacts https://t.co/YHNXOA4yRE"
11894,0.046495095,0.78231543,0.033718362,0.037147474,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905924361093349376,Democrat,33537967,2043866,0,Good news! Minnesota ranks 1st in ACT scores among states with 100% participation &amp; 5th overall: https://t.co/XPe0StvW7e
11895,0.16650248,0.64520884,0.08500447,0.034091104,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295766953412435968,Democrat,242555999,584205,0,"This is good news. Now we need to get to the bottom of @MarathonPetroCo / oil industry meddling and questionable DOJ antitrust activity. \n\nThere was a scheme here, and it needs to be exposed.   \nhttps://t.co/hI46PZJog9"
11896,0.8098687,0.041147932,0.0579443,0.05941885,100.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,1.3034333898737187,0.0,0.09325775322945523,0.06622504177906031,1301652209214590976,Democrat,23593446,150370,0,"He got a doctor’s note to dodge Vietnam.\n\nHe said nothing when Putin threatened our troops.\n\nNow, we find out @realDonaldTrump thinks our war dead are “losers.”\n\nI never want to hear another Republican lecture me about patriotism ever again. https://t.co/QyaCgeomq4"
11897,0.70206904,0.038819894,0.14543262,0.08355813,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988887977748320256,Democrat,2968007206,22386,0,This headline says it all. #GOPTaxScam\nhttps://t.co/fbCC8jh6QO
11898,0.6575955,0.06975891,0.13772942,0.0597877,100.0,1.0,0.6575955,0.13772942,0.06975891,0.0597877,0.0,0.0,0.0,0.0,0.0,0.0,1482743722039291904,Democrat,242555999,584204,0,"If you’re paying attention, you see the Federalist Society justices moving pieces out on the chessboard to set up later moves for the deregulatory dark-money donors who put them on the Court.\nhttps://t.co/hNasLzqmM9"
11899,0.6439528999999999,0.06537968,0.07317908,0.037471756,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406313848395681792,Democrat,970207298,7040193,0,The IRS has been gutted so badly that it often targets the cheapest people to audit: low-income Black and Brown Americans. Mandating IRS funding to go after wealthy tax cheats is a necessary step to help root out racism in our tax system.\nhttps://t.co/4ibshPH9XH
11900,0.658826,0.032144517,0.1882677999999999,0.066251874,80.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.7237943396940559,0.0,0.2068333186405098,0.035314361389500955,1329108129347493888,Democrat,258900199,79928,0,".@MTA budget cuts would be devastating to the thousands of essential workers who depend on subways &amp; buses, on top of the 9,000 transit workers who would be out of work.\n \nWe need the #HeroesAct NOW.\n \nStop dragging your feet, @SenateGOP @senatemajldr \nhttps://t.co/n8BmYKJa2J"
11902,0.09897619,0.06960911,0.06261437,0.3988578,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053017960846163968,Democrat,21406834,263472,0,Five deaths at the Tina Lane and Birnie Road rail crossing is five too many. I’m proud to have helped secure this critical federal funding and hasten the project’s approval to ensure we make lifesaving improvements to this crossing as soon as possible.\nhttps://t.co/tgX7Ri7aFf
11903,0.5403971,0.030740902,0.19474009,0.08160293,100.0,1.0,0.5403971,0.19474009,0.030740902,0.08160293,0.0,0.6931471805599453,0.0,0.3745747262477708,0.0,0.0,600675715328147456,Republican,22669526,44424,0,Attaching special demands to government aid exclusively targets our country’s most vulnerable individuals &amp; families. http://t.co/QYssrzeSGF
11904,0.20340477,0.29183146,0.23484418,0.103424214,100.0,1.0,0.20340477,0.23484418,0.29183146,0.103424214,0.0,0.0,0.0,0.0,0.0,0.0,1622743189902831616,Democrat,224285242,306201,0,"TikTok cuenta con más de 100 MM de usuarios en los E.E.U.U., capturando datos personales que podrían verse obligados a entregar al gobierno chino.\n\nEs un peligro para nuestra seguridad nacional.\n\nYa es hora de sacarlo de las tiendas de aplicaciones.\nhttps://t.co/cXksICE7HL"
11905,0.77220255,0.05251437,0.07173764,0.053139966,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141035346790158336,Democrat,1531521632,76103,0,"FACT:  the cost of insulin has DOUBLED in just four years!!! We need affordable, high-quality healthcare #ForThePeople, NOT for the pharmaceutical industry! \n                https://t.co/lUJ987UZ8D"
11906,0.047195338,0.04165111,0.083010726,0.051728327,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398291355915411456,Democrat,85396297,27022,0,"Our recovery is going strong, but we’ve still got a lot of need in our community. New American Rescue Plan support is helping the Connecticut Food Bank and Foodshare to keep serving thousands of families through the notoriously challenging summer months. https://t.co/C0XX6VuGoX"
11908,0.5306316,0.056024462,0.14449358,0.053281743,82.5,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.5829583965156209,0.0,0.1587424226216486,0.06154916241921953,1231382300534956032,Democrat,158470209,27945,0,"This is welcome news and a win for our reproductive freedom — but as long as extreme conservatives continues to attack the right to safe, legal abortion, we must continue to fight back. https://t.co/1rszX33r3D"
11909,0.43359196,0.0318692999999999,0.119483925,0.07217727,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.30054304458746056,0.0,0.0,1355267226635534336,Democrat,571214272,49912,0,"For those who've lost their jobs or are living paycheck-to-paycheck during this pandemic, period products are too expensive &amp; the public places that supply free ones are closed. Now's the time to end the #PeriodTax for good. #MenstrualEquity https://t.co/5MjHwf5WhF"
11911,0.34992877,0.05101298,0.20294105,0.04652348,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249759047194152960,Democrat,163570705,50184,0,The @USPS has never been more important than it is today. Congress needs to step up to the plate and provide adequate funding to this centuries-old American institution. Failing to do so would be dangerously irresponsible.\nhttps://t.co/1zi9X7DAQi
11913,0.06854143,0.4526417,0.033624496,0.02928488,100.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.04750929895604685,0.0,0.023306724600149157,0.3137473181588606,1465327389525913600,Democrat,85396297,27022,0,"Great example of what the #InfrastructureBill will help us complete. NPU’s wastewater plant has long been on the list for improvements, and funding through the IIJA is going to punch it forward—that means cleaner water, cleaner air, and job opportunities.https://t.co/2pew5Ln9v7"
11914,0.40792164,0.025085796,0.28528845,0.14873268,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518648586690564096,Democrat,2968007206,22386,0,"According to @CDCgov, firearms were the leading cause of death among U.S. children and teenagers in 2020. Young people in this country deserve so much better – we must take bold action in Congress to #EndGunViolence. #EnoughIsEnough\nhttps://t.co/lKaGga08PD"
11915,0.64055514,0.046799142,0.07211814,0.04141277,100.0,1.0,0.64055514,0.07211814,0.046799142,0.04141277,0.0,0.0,0.0,0.0,0.0,0.0,1303815554759897088,Democrat,258900199,79928,0,Partisan politics have has no place at @USPS. My Nonpartisan Postmaster General Act will make sure that the postal service is free from political influence. \nhttps://t.co/T3IEJYWMkz
11916,0.042241905,0.036069896,0.64660865,0.15364447,100.0,1.0,0.042241905,0.64660865,0.036069896,0.15364447,0.0,0.0,0.0,0.0,0.0,0.0,1024734351181991936,Democrat,88806753,33091,0,SUTTER COUNTY RESIDENTS: Here's the latest information on the fire burning West of the Sutter Buttes. The fire is approximately 800 acres and 60% contained. Via @kcranews  https://t.co/FJ53l7eV1P
11917,0.06841593,0.122185916,0.15383095,0.044435814,100.0,1.0,0.06841593,0.15383095,0.122185916,0.044435814,0.0,0.0,0.0,0.0,0.0,0.0,1370836315177152512,Democrat,414436134,64137,0,"Starting on Monday: People with disabilities age 16 to 64 and people who live in congregate settings will be eligible for vaccinations in Alameda County — including people with hearing loss, living with HIV, incarcerated, experiencing homelessness &amp; more.\nhttps://t.co/RLryhDCOFo"
11918,0.11808038,0.14902908,0.6476706,0.029563185,100.0,1.0,0.11808038,0.6476706,0.14902908,0.029563185,0.0,0.0,0.0,0.0,0.0,0.0,627285002716221440,Democrat,231510077,275839,0,Major rollout of body cams expected http://t.co/rwHNpDyN6U via @mySA
11919,0.08622656,0.098817244,0.05508982,0.028404199,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.05976769695338295,0.0,0.0,1385285121910222848,Democrat,970207298,7040193,0,President Biden took an important step to reestablish our climate leadership on the world stage. I support even bolder goals and more aggressive action to transform our economy and save our planet. Congress must step up to fight the #ClimateCrisis now. https://t.co/XZXkSSNpbm
11920,0.41207984,0.062264204,0.2946494,0.04349597,100.0,1.0,0.41207984,0.2946494,0.062264204,0.04349597,0.0,0.0,0.0,0.0,0.0,0.0,857615437907054592,Democrat,38960144,34118,0,"When they go low, we go high.  More than ever, we have to push back on the ""fake news"" coming from those in power  https://t.co/dGfNNlosQo"
11921,0.5551924,0.04315129,0.26954564,0.07711306,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375350094620418048,Democrat,140519774,54281,0,No way 4 wealthiest country in world 2 act. Shld restore bipartisan resolve we used 2 have 2 end hunger http://t.co/8hvfUhAwz4
11922,0.088002816,0.09072132,0.04237704,0.09197852,100.0,1.0,0.088002816,0.04237704,0.09072132,0.09197852,0.0,0.0,0.0,0.0,0.0,0.0,743463559158337536,Democrat,2461810448,1019757,0,#TBT to @NRA member President Reagan’s heartfelt call for the passage of the Brady Act. #EndGunViolence https://t.co/2nPDGSOOLI
11923,0.7623000999999999,0.03137728,0.07597782,0.08625635,100.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.8374722575129288,0.0,0.08347016671821367,0.0344714653929801,1349027979201040384,Democrat,115979444,338374,0,"Our Capitol was desecrated, 5 people died. 3K people a day died from COVID in the last week. Yet @SenRickScott is still lying about a 'stolen' election - the very lie that incited Capitol rioters. Repugnant, reprehensible behavior.  https://t.co/kKTy80uHRG"
11924,0.8080752,0.034389954,0.050222605,0.064428106,80.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.3862943611198906,0.5601150465604139,1.1202300931208278,0.03481165705612581,0.023837299654686214,1275487772430733312,Democrat,258900199,79928,0,"It is egregious &amp; irresponsible that @usedgov is pushing a rule that endangers the rights of survivors &amp; imposes onerous burdens on schools during a pandemic. \n \nI'm furious &amp; am demanding answers alongside @RepSpeier, @RepPressley, and @RepLawrence. \nhttps://t.co/8slBsBNg83"
11925,0.1421040999999999,0.024976185,0.2811498,0.07669253,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062426524442415104,Democrat,31801993,51875,0,Hate crimes are on the rise. We must stand together against right wing extremism and nationalism &amp; provide necessary resources to keep our communities safe.\nhttps://t.co/2MFeOojEl1
11926,0.5826688,0.04554512,0.14458317,0.15498953,100.0,1.0,0.5826688,0.14458317,0.04554512,0.15498953,0.0,0.0,0.0,0.0,0.0,0.0,971080393989304320,Democrat,193441812,255091,0,"The denial leaves in place the popular DACA program, which has protected some 690,000 undocumented immigrants from deportation and enabled them to get work permits.\n\nhttps://t.co/gWPnz7Mj0E"
11927,0.30857956,0.031979922,0.52136064,0.06564473,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292153349488308224,Democrat,1055730738,37998,0,"The virus will not “go away” without leadership from the administration. Wishful thinking will cost lives, and trillions of dollars. https://t.co/1xJih9gQuY"
11928,0.55587584,0.027102178,0.21439111,0.10233028,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263209955349454848,Democrat,970207298,7040193,0,Communities of color have been hardest hit by this crisis. It is irresponsible &amp; wrong for the @USOCC to ram through a plan to weaken banks' anti-discrimination rules so Comptroller Otting can retire or race through the revolving door to Wall Street. https://t.co/uDA3jNt3mw
11929,0.34034976,0.20629358,0.33890894,0.05018009,67.5,1.0,0.34034976,0.33890894,0.20629358,0.05018009,0.0,0.0,0.0,0.0,0.0,0.0,1179754384433074176,Democrat,242555999,584205,0,"Guess I’m not the only one:\n\n""In past administrations, it’s been rare for the secretary of state to listen in on phone calls between the president and foreign heads of state.""\nhttps://t.co/NnKTmchXiq"
11930,0.5504859999999999,0.025156042,0.25624883,0.07908852,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.381567818837722,0.0,0.0,1319689137683922944,Democrat,1058520120,744107,0,All Americans deserve equal access to the ballot box—this ruling makes that less likely. \n \nAmericans living with a disability shouldn't have to put their lives on the line to be heard in our democracy during a pandemic. https://t.co/vXzYYqPSxe
11931,0.11470442,0.029875986,0.40904805,0.06173282,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0795070453207638,0.0,0.0,1120450978103406592,Democrat,193441812,255091,0,"This is so important. Nobody should be discriminated against because of who they are or who they love. The @HouseDemocrats passed the #EqualityAct, but there's little hope of it passing in the Senate this year. This future ruling could change everything. https://t.co/mZPwY1qh8O"
11933,0.13981576,0.4143516,0.07831315,0.08818094,92.5,1.0,0.13981576,0.07831315,0.4143516,0.08818094,0.0,0.0,0.0,0.0,0.0,0.0,149535682216464384,Democrat,334894942,15499,0,My op-ed on genetically engineered #salmon in today's Eureka Times-Standard @eurekaTS   http://t.co/T6D9WnU6
11935,0.700104,0.0929025,0.07477703,0.052888796,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593871178034499584,Democrat,28602948,42789,0,Koch brothers call the #Pope a liar. #p2 #KochVsPope http://t.co/cwdFwVVnAP
11936,0.049035262,0.74311656,0.03542958,0.03334643,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179131624723759104,Democrat,571214272,49912,0,"🙌 Way to go, California! 400,000 preregistered 16- and 17-year-olds is amazing progress! Now imagine how many more voters we'd have if we lower the voting age to 16 across the country https://t.co/oMAY7OshAI"
11937,0.24901676,0.040487394,0.2630955,0.08572734,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872927484039372800,Democrat,17494010,3458908,0,"Powerful article frm @KHayhoe: Everyone believes in global warming, they just dont realize it. Time to #ActOnClimate https://t.co/IVaTCDP4MW"
11938,0.34105852,0.041896276,0.49376273,0.07102774,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245171717950988288,Democrat,334894942,15499,0,"I wish this was an April Fool's joke, but every word of it came directly from the President of the United States.\nhttps://t.co/WdoaVkOG3m"
11939,0.14268531,0.026275884,0.65490854,0.10416702,100.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.19780384066764356,0.0,0.9078960160512602,0.03642610982264036,880168068030312448,Democrat,293131808,490951,0,.@CDCgov faces $12 billion budget loss if Republicans ram through #Trumpcare →  https://t.co/rtBlFFbrk7
11940,0.18341482,0.32807723,0.04166746,0.041598238,100.0,1.0,0.18341482,0.04166746,0.32807723,0.041598238,0.0,0.0,0.0,0.0,0.0,0.0,306845215166177280,Democrat,242426145,109574,0,"@TheCycleMSNBC featured @PlaceAtTheTable re: #EndHungerNow, including a clip of me discussing #SNAP http://t.co/izrNxZhFlt #StopTheSequester"
11941,0.18250224,0.047478683,0.21757552,0.20254986,100.0,1.0,0.18250224,0.21757552,0.047478683,0.20254986,0.0,0.0,0.0,0.0,0.0,0.0,859537357229481984,Democrat,43910797,502777,0,Miners &amp; their families are going to have insurance now for the rest of their lives – read Susan Barrett’s story. https://t.co/UVdDwkSt3u
11942,0.5886311,0.033102147,0.24324508,0.07455554,92.5,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.4080079873548992,0.4080079873548992,0.16860464138707834,0.02294465986353085,918233048054984704,Democrat,153944899,41989,0,"Trump continues corrosive anti-democratic press assault, threatens @NBC license. GOP silence empowers 1st Am attack https://t.co/BZXi6wEfN1"
11943,0.05464469,0.08934604,0.07358315,0.034357112,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437935698196242432,Democrat,571214272,49912,0,I'm proud young Asian Americans are leading the way with vaccinations and grateful for the outreach work done by and for our AAPI communities. Now we must continue to invest time and resources to keep every NYC young person safe from COVID-19. https://t.co/PqEUs01WHC
11946,0.0805316,0.4441587999999999,0.08156434,0.025985023,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567671308862775296,Democrat,571214272,49912,0,"""I’ve never seen anything like what’s happened in the past two months in American politics: Women are registering to vote in numbers I’ve never witnessed.""\n\nWomen are fired up and ready to vote to defend our rights. https://t.co/bA0joDmUKS"
11947,0.052172024,0.5306911,0.027802968,0.030652182,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.036162891339705794,0.0,0.0,1473397631615442944,Democrat,398193180,19029,0,Shoutout to Picaresca Barra De Cafe in Boyle Heights for this feature. Love to see the spotlight on businesses in our communities. #CA34\n\nhttps://t.co/d5c6eyAwQi
11948,0.6458699,0.078805014,0.10776627,0.09914517,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528369472007983104,Democrat,242426145,109573,0,"Today I learned that Putin’s government has permanently banned me from entering Russia. \n\nI accept this sanction as a badge of honor for speaking up for human rights, opposing Russia’s war crimes in Ukraine &amp; standing on the right side of history. https://t.co/qbrZY1eR2w"
