,Anger,Happiness,Fear,Sadness,NG_score,Neutral_Dummy,Interaction_anger_Neutral,Interaction_fear_Neutral,Interaction_happiness_Neutral,Interaction_sadness_Neutral,Number_Outgroup_Words_log,Number_Ingroup_Words_log,Interaction_Outgroup_anger,Interaction_Ingroup_anger,Interaction_Outgroup_fear,Interaction_Outgroup_happiness,id,Party_retweeted_author,author_id_new,Follower_count,RT_count,text
32,0.063598424,0.1755999,0.03371905,0.03658821,92.5,1.0,0.063598424,0.03371905,0.1755999,0.03658821,0.0,0.0,0.0,0.0,0.0,0.0,1580755228839727104,Democrat,231510077,275839,1,"Kat &amp; Alex, Frank Ray, Valerie Ponzio, Veronique Medrano and more are evolving Hispanic American artistic presentation in country and other genres. https://t.co/qWxPdYrsJR"
33,0.76652354,0.042666256,0.0727409,0.07615725,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538247655977111552,Democrat,153944899,41989,1,"My friend @DiegoBernalTX got it so right—on preventing more massacres like Uvalde, Governor Abbott has done what he does best: nothing.\nhttps://t.co/SVfeF3WLWI"
34,0.62026596,0.030099628,0.20389806,0.09202708,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.4299356013713078,0.0,0.0,1535325715905773568,Democrat,28602948,42789,4,"Recent reporting detailed that Texas authorities only provided English updates for the Uvalde shooting, excluding many Spanish speakers in a predominantly Latino community.\n\nToday, we demanded answers from @TXDPS.\nhttps://t.co/zZ7jeNNVNM"
35,0.7805506999999999,0.031149609,0.068844005,0.068149865,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514331395056979968,Democrat,231510077,275839,1,"People’s lives aren’t political props.\n\nOver the last two weeks alone, Governor Abbott’s political stunts have wasted taxpayer money, strained our supply chains, and dehumanized people fleeing from violence &amp; oppression. \n\nTexans deserve so much better.\nhttps://t.co/wZZDjCac7z"
36,0.13618682,0.025395932,0.6313705,0.08204164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478751082536968192,Democrat,153944899,41989,1,"“The threat is dominated by extremists ‘advocating for the superiority of the white race,’ the FBI said, a category it considers most likely to conduct mass-casualty attacks against civilians.""\nhttps://t.co/2Kegao8Sas"
37,0.28402784,0.053215217,0.56346595,0.060537662,100.0,1.0,0.28402784,0.56346595,0.053215217,0.060537662,0.0,1.0986122886681096,0.0,0.3120364753478596,0.0,0.0,1455945344886378496,Democrat,1074129612,33028,1,"In just a few hours, the Senate will consider the John Lewis #VRAA—landmark legislation that strengthens federal oversight and prevents states from restricting the right to vote.\n\nhttps://t.co/xKNW4RRFlh"
38,0.49859467,0.12343542,0.12586951,0.05517635,100.0,1.0,0.49859467,0.12586951,0.12343542,0.05517635,0.0,0.6931471805599453,0.0,0.34559948975271637,0.0,0.0,1454219950407749632,Democrat,153944899,41989,1,"Joining @JoaquinCastrotx and others in challenging Governor Abbott’s faulty policy, which wastes taxpayer dollars while harming lives—and violating rights.\nhttps://t.co/L9QqLLRvQP"
39,0.7499192,0.030419933,0.07926816,0.07303235,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440032190234984448,Democrat,28602948,42789,1,"This is inhumane and unacceptable.   \n\nThose seeking refuge in our country have a right to due process, dignity and respect. \n\nNow more than ever we must address our outdated immigration system. \n\nhttps://t.co/ETQFvXVKkd"
40,0.73325723,0.032890305,0.1317250999999999,0.061782498,100.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.5082551815996953,0.5082551815996953,0.09130488167397678,0.022797822178506674,1432729383375187968,Democrat,346964561,33993,1,I've long said the biggest divide in our politics right now is between those who believe in our democracy &amp; those who don't. \n\n#SB1 is another example of that. There was no voter fraud in Texas in 2020—this bill is nothing but a perpetuation of the Big Lie.https://t.co/SDzCzYD4ww
41,0.0461383,0.055925466,0.45266607,0.048128318,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427757510203674624,Democrat,231510077,275839,1,"Governor Abbott has the best medical care in Texas and already received a third booster shot. I wish him a swift recovery.\n\nI hope Abbott reverses course and allows local leaders and schools to protect Texans, particularly young children at serious risk. https://t.co/9iabvc9fd0"
42,0.29356638,0.031067489,0.5428459,0.085619934,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420725897942999040,Democrat,346964561,33993,1,"Texas has slipped to 4th for business driven by ranking 49th in “life, health and inclusion.” Voter suppression alone will cost us $14.7B by 2025. The shortsighted policies we’ve seen out of Austin aren’t just wrong, they are bad for business. https://t.co/5ubS1Oy8NZ"
43,0.36690095,0.039302528,0.248806,0.052438878,100.0,1.0,0.36690095,0.248806,0.039302528,0.052438878,0.0,0.6931471805599453,0.0,0.25431635903726546,0.0,0.0,1410692936854016000,Democrat,231510077,275839,3,.@TheJusticeDept must protect Texan’s voting rights.\n\nI’ve urged with @RepVeasey for the Attorney General to focus @CivilRights resources on investigating unconstitutional voter suppression in Texas and also monitor the upcoming special session. #txlege https://t.co/Qx8ULLcx0P
44,0.09972579,0.119625896,0.059465267,0.0752997,100.0,1.0,0.09972579,0.059465267,0.119625896,0.0752997,0.0,0.0,0.0,0.0,0.0,0.0,1408776714843533312,Democrat,38960144,34118,1,🧵 For those who don’t know the history of Ellis Island 👇🏽\n\nhttps://t.co/hyRV4qceF9
45,0.325675,0.026297603,0.414811,0.11893992,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.3577905571119866,0.0,0.0,1382419452155822080,Democrat,970207298,7040193,1,"5 million essential workers on the frontlines of the pandemic live in fear of deportation. @JoaquinCastrotx, @SenAlexPadilla, @RepTedLieu and I are urging the President to fix this injustice with a fair pathway to citizenship in his infrastructure plans. https://t.co/OUCKWBVHnm"
46,0.10128477,0.13205451,0.088697396,0.03386342,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377291601660293120,Democrat,231510077,275839,1,The American Jobs Plan is a vital investment in Texas' infrastructure — including a more resilient electric grid and helps every Texan access broadband.\n\nWe can both rebuild our economy with millions of good-paying jobs and meet our infrastructure needs. https://t.co/TeSWtp7krX
47,0.19614728,0.036473192,0.5023649,0.07928895,95.0,1.0,0.19614728,0.5023649,0.036473192,0.07928895,0.0,0.0,0.0,0.0,0.0,0.0,1372018276834947072,Democrat,231510077,275839,1,"Important context on Arthur D’Andrea’s resignation as Texas’ top regulator:\n\nWhile Texans are stressed about skyrocketing energy bills, @GovAbbott’s appointee reassured Wall Street that their profits from price gouging during the blackouts are safe. https://t.co/j5w21GX4mi"
48,0.4156912,0.040454045,0.25883472,0.051867764,92.5,1.0,0.4156912,0.25883472,0.040454045,0.051867764,0.0,1.0986122886681096,0.0,0.45668346061119286,0.0,0.0,1371545323047424000,Democrat,970207298,7040193,1,"We still need info about COVID cases in immigrant detention facilities. I’m reintroducing my bill with @JoaquinCastrotx &amp; @SenBooker to ensure transparency and make these facilities publicly report data about their testing, vaccination, &amp; health measures. https://t.co/VcvlFdAt3g"
49,0.7029156,0.09272509,0.041462228,0.08320958,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366196177432117248,Democrat,231510077,275839,1,"Good for @nytimes to acknowledge their major shortfalls on diversity &amp; inclusion.\n\nUnfortunately, unlike many other news organizations, NYT news and editorial leadership refused to meet with the @HispanicCaucus to discuss the lack of Latino representation. https://t.co/FnoW17ZOV5"
50,0.04931615,0.056156468,0.14364772,0.047697544,100.0,1.0,0.04931615,0.14364772,0.056156468,0.047697544,0.0,0.0,0.0,0.0,0.0,0.0,1364430698921164800,Democrat,231510077,275839,1,"For a COVID vaccine, folks can call tomorrow morning staring at 8am to make appointments. Call 833-968-1745. \n\nHealth care workers and anyone over the age of 65 or 16 and older with chronic conditions are eligible to receive a COVID vaccine at this time. https://t.co/wmarxocAsc"
51,0.15114772,0.057404466,0.13722697,0.038914755,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358080615883694080,Democrat,231510077,275839,1,"The American people overwhelming support immigration reform and a path to citizenship. \n\n@jorgeramosnews is right: Congress must deliver.\n\nI will pursue every avenue to protect as many people as possible, including Dreamers and essential workers. https://t.co/cuQnwQ5KJy"
52,0.42551902,0.026096549,0.2544131,0.09285759,80.0,1.0,0.42551902,0.2544131,0.026096549,0.09285759,0.0,0.6931471805599453,0.0,0.294947308987631,0.0,0.0,1356619653498499072,Democrat,970207298,7040193,1,"Essential workers risk their lives to keep our country running – but 5 million of them are at risk of being deported. Read my op-ed with @SenAlexPadilla &amp; @JoaquinCastrotx on why we must #ProtectEssentialWorkers, including a fair pathway to citizenship. https://t.co/DxlS6nibTz"
53,0.046526298,0.08592646,0.21607798,0.052992057,100.0,1.0,0.046526298,0.21607798,0.08592646,0.052992057,0.0,0.0,0.0,0.0,0.0,0.0,1350151581761728512,Democrat,231510077,275839,1,"WellMed to reopen COVID-19 vaccination hotline Saturday as company receives 9,000 more doses. \n\nStarting tomorrow at 8am, San Antonians who qualify to get a vaccine can call 833-968-1745 to make an appointment. https://t.co/KaQ1iYC8uQ"
54,0.38549,0.19288416,0.03977782,0.1245883,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344654484149047296,Democrat,30354991,20049251,1,"Congrats, @BeckyHammon. You may be the first, but I know you certainly won't be the last. \nhttps://t.co/dHXa9JFRWT"
55,0.17388609,0.10951998,0.1596685,0.05566212,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321486554011996160,Democrat,231510077,275839,1,Congress should partner with the next administration to rebuild America’s infrastructure of diplomacy.\n\nWe will hopefully soon have the opportunity for an urgently needed diplomatic revival.\n\nMy @ForeignAffairs op-ed: https://t.co/8hudikckID
56,0.15329312,0.12334417,0.074195355,0.033661265,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.10625469392723737,0.0,0.0,1318364722081792000,Democrat,231510077,275839,1,"A more effective and progressive foreign policy starts with rebuilding America's infrastructure of diplomacy.\n\nCongress must do its part by investing in @StateDept, promoting diversity and increasing capacity.\n\nThis is a smart blueprint from @CAPSecurity. https://t.co/wU51VQVzAx"
57,0.081144735,0.4485656999999999,0.08985135,0.030270822,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.056245244282533906,0.0,0.0,1304835922983297024,Democrat,231510077,275839,1,"The opportunity to change policy and make progress happens rarely — this is one of those moments.\n\nRebuilding American diplomacy won’t be easy, but there’s a growing movement ready for U.S. foreign policy to better reflect our democratic values. https://t.co/4EdJQSwgLD"
58,0.18320283,0.04516085,0.26542327,0.050941516,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333100549135355904,Democrat,231510077,275839,2,"For America to be a North Star in the world, we must stand for the rule of law &amp; pursue for a more inclusive, just nation.\n\nThis mission starts at home. We must rid our nation &amp; the world of COVID-19 &amp; get our economy back on track.\n\nMy @ExpressNews op-ed: https://t.co/UCx2TprHaE"
59,0.07674607,0.03112854,0.07842671,0.24669391,100.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0531963220395562,0.0531963220395562,0.05436125291709246,0.021576659735947478,1331416911566004224,Democrat,278124059,711983,1,"Painful, powerful stories from families who were heinously ripped apart at the border. My bill with Rep. @JoaquinCastrotx—the Families Belong Together Act—would reunite these separated children &amp; relatives here in the United States. https://t.co/Ic2hNTnp2r"
60,0.10403192,0.26882026,0.08224437,0.034137055,100.0,1.0,0.10403192,0.08224437,0.26882026,0.034137055,0.0,0.6931471805599453,0.0,0.07210943203623778,0.0,0.0,1331289407282929664,Democrat,23593446,150370,1,I introduced a bill with my friend @JoaquinCastrotx that directs the State Department to review the firings of personnel during the “lavender scare” of the 1950’s and ensures the State Department protects LGBTQ diplomats. https://t.co/o4zwjzQ4Dj
61,0.0955337,0.24609457,0.037466727,0.03155339,92.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.10495449680193258,0.0,0.0,1329215328384135168,Democrat,28602948,42789,1,It is well past time that an Indigenous person brings history full circle at the Department of Interior.\n\nI can't think of anyone better to do that than my friend and fellow @NRDems colleague @RepDebHaaland. https://t.co/kD7cavuwUA
62,0.14653665,0.023949834,0.045460284,0.50426567,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318920883558354944,Democrat,58928690,43018,1,This is absolutely devastating. These families being torn apart are a direct result of this administration's xenophobic policies. This is cruel and inhumane - we must do everything we can to reunite these families and ensure this never happens again. https://t.co/F619dxRuK8
63,0.6951592,0.029707491,0.12658724,0.06254687,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.4818476395203071,0.0,0.0,1318591874182094848,Democrat,1074129612,33028,1,Gov. Abbot’s recommendation to remove protections for LGBTQ+ and those with a disability is disturbing. I condemn those involved in removing protections for our Texans who identify as LGBTQ and/or have a disability. \nhttps://t.co/XeQwsk8gyv
64,0.052469045,0.3851197999999999,0.040887296,0.029460134,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316745086332436480,Democrat,231510077,275839,1,Your voice matters — and your VOTE makes a difference.\n\nInspiring to see so many of my neighbors in San Antonio voting early.\n\nI already voted. Do you have a plan to vote? https://t.co/DaGGSgpFyH
65,0.65131366,0.030789716,0.06949317,0.17498064,92.5,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.7155411906534029,0.0,0.07634605054050202,0.03382596036220111,1314768255911952384,Democrat,231510077,275839,1,Trump administration separated a mother from her newborn baby.\n\nA woman seeking asylum gave birth alone and was then separated by @CBP from her baby in a San Antonio hospital.\n\nI’ll keep working on this case until they’re united — families belong together. https://t.co/WoXta6ALMI
66,0.5807264400000001,0.054379802,0.17943512,0.070257016,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309152518908325888,Democrat,231510077,275839,2,"Today, @HouseJudiciary has a hearing on lack of diversity in media, particularly film.\n\nHollywood is a narrative-creating &amp; image-defining institution of American culture, yet Latinos are hardly represented &amp; often depicted as stereotypes—this must change. https://t.co/KlJdPP08YB"
67,0.5550638999999999,0.029685063,0.31734616,0.056913603,100.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.38474097731560736,0.38474097731560736,0.21996759606552527,0.020576117723194353,1309160290731339776,Democrat,357606935,5910642,1,Refusing to peacefully transition power to a leader elected by the people. Urging states to “get rid of” ballots and silence voters. These are the tactics of a fascist. \n\nDemocracy as we know it is on the line. \nhttps://t.co/1xBJJ5tTC3
68,0.41747993,0.03231475,0.39641613,0.09899219,82.5,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.28937503641986334,0.0,0.2747747228379847,0.022398877852999495,1305954699640745984,Democrat,970207298,7040193,1,Reports that an @ICEgov detention center is performing mass hysterectomies on immigrants are horrifying. Congress must hold hearings now to investigate these possible human rights violations &amp; the long line of medical abuse &amp; neglect at these facilities. https://t.co/tH2edqfh9t
69,0.7163558,0.038952984,0.062047444,0.06806474,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295764724836175872,Democrat,231510077,275839,1,"Hollywood — the main narrative-creating and image-defining institution of American society — is in effect a redlined industry, systematically excluding Latinos and too often producing stereotypes.\n\nWe must reckon with this injustice.\n\nRead my @Variety oped https://t.co/KlJdPP08YB"
